feature_dim,mean,std,min,max,zscore_normalized,minmax_normalized
embeddings_35,0.10528874397277832,0.443576842546463,-1.4188002347946167,1.8695579767227173,False,False
embeddings_36,-0.27802765369415283,0.3487459421157837,-1.842703938484192,1.1865782737731934,False,False
embeddings_37,0.020150989294052124,0.22190316021442413,-0.8806009292602539,1.1093645095825195,False,False
embeddings_38,-0.03529738262295723,0.5253376364707947,-1.9280409812927246,1.8644224405288696,False,False
embeddings_39,-0.35152238607406616,0.529543936252594,-2.6923978328704834,1.7488818168640137,False,False
embeddings_40,0.03333001956343651,0.2612595558166504,-1.1426409482955933,1.1432050466537476,False,False
embeddings_41,-0.06541978567838669,0.3400406837463379,-1.6922740936279297,1.497100830078125,False,False
embeddings_42,-0.3572143316268921,0.28270480036735535,-1.4262667894363403,0.8423717021942139,False,False
embeddings_43,-0.6742377877235413,0.4931734800338745,-2.6718671321868896,1.4021239280700684,False,False
embeddings_44,-0.19601766765117645,0.23287159204483032,-1.2570924758911133,1.2663789987564087,False,False
embeddings_45,-0.08105725049972534,0.27036216855049133,-1.2453218698501587,1.0439003705978394,False,False
embeddings_46,-0.5858169794082642,0.6994951963424683,-2.9820098876953125,1.9642947912216187,False,False
embeddings_47,0.12797024846076965,0.255418062210083,-0.9181487560272217,1.077344536781311,False,False
embeddings_48,0.19891618192195892,0.2018645852804184,-0.7063090205192566,1.0934864282608032,False,False
embeddings_49,-0.034455109387636185,0.22213034331798553,-0.9757158756256104,0.8427956700325012,False,False
embeddings_50,0.04746492952108383,0.9379764795303345,-3.530895233154297,4.093506813049316,False,False
embeddings_51,-0.06449917703866959,0.5157884955406189,-2.269139528274536,1.5006805658340454,False,False
embeddings_52,0.2740732729434967,0.537975013256073,-1.6991310119628906,2.001634359359741,False,False
embeddings_53,-0.1500614732503891,0.21327747404575348,-0.969742476940155,0.7337371706962585,False,False
embeddings_54,-2.357868194580078,1.2488853931427002,-6.1597418785095215,3.1761348247528076,False,False
embeddings_55,-0.34620216488838196,0.36110422015190125,-1.9157791137695312,1.0857549905776978,False,False
embeddings_56,0.11313851922750473,0.1587955802679062,-0.6035551428794861,0.9210867881774902,False,False
embeddings_57,0.32385340332984924,0.41177162528038025,-1.5421334505081177,2.207451581954956,False,False
embeddings_58,-0.11350629478693008,0.23779721558094025,-1.089307188987732,0.7327043414115906,False,False
embeddings_59,0.4797419607639313,0.34302327036857605,-1.1766351461410522,1.6839176416397095,False,False
embeddings_60,0.01869465596973896,0.21990486979484558,-0.943259060382843,1.0830987691879272,False,False
embeddings_61,-0.02403651922941208,0.24934370815753937,-1.0524563789367676,1.1343798637390137,False,False
embeddings_62,0.020746607333421707,0.2388084977865219,-1.0569502115249634,1.074184775352478,False,False
embeddings_63,0.07756567001342773,0.3655262589454651,-1.16940176486969,1.626047968864441,False,False
embeddings_64,-0.5778738856315613,0.5457034111022949,-2.48542857170105,1.3297548294067383,False,False
embeddings_65,0.6880828142166138,0.7148305177688599,-1.906220555305481,3.3173866271972656,False,False
embeddings_66,-0.09613431245088577,0.26893243193626404,-1.240491271018982,0.9445540904998779,False,False
embeddings_67,0.15429097414016724,0.17193129658699036,-0.544625997543335,0.8801364898681641,False,False
embeddings_68,-0.0691998228430748,0.19055253267288208,-0.8616716861724854,0.6702979207038879,False,False
embeddings_69,-0.19220635294914246,0.33319249749183655,-1.7036231756210327,1.1329931020736694,False,False
embeddings_70,0.3123556077480316,0.34094759821891785,-1.233323574066162,1.748295783996582,False,False
embeddings_71,0.1993204951286316,0.31579312682151794,-1.107151985168457,1.4884246587753296,False,False
embeddings_72,0.018369337543845177,0.24078938364982605,-1.091507077217102,1.283349633216858,False,False
embeddings_73,-0.01979231648147106,0.19458527863025665,-0.8415914177894592,0.9089526534080505,False,False
embeddings_74,-0.18353743851184845,0.21810239553451538,-1.1753089427947998,0.6921750903129578,False,False
embeddings_75,0.29211148619651794,0.24351216852664948,-0.7752702832221985,1.3663164377212524,False,False
embeddings_76,0.46514272689819336,0.3907419741153717,-1.1074625253677368,1.9441356658935547,False,False
embeddings_77,0.3981204926967621,1.253103256225586,-3.7088119983673096,5.240615367889404,False,False
embeddings_78,0.10932531952857971,0.2993505299091339,-1.214896321296692,1.5356969833374023,False,False
embeddings_79,0.29546815156936646,0.3564993441104889,-1.1924947500228882,1.596692442893982,False,False
embeddings_80,-0.5338501930236816,0.5028076767921448,-2.452601194381714,1.478284239768982,False,False
embeddings_81,-0.09848356992006302,0.1935228705406189,-0.8668162822723389,0.7360100746154785,False,False
embeddings_82,-0.09430457651615143,0.3838115632534027,-1.6487904787063599,1.5181375741958618,False,False
embeddings_83,-0.11657869070768356,0.3145395517349243,-1.5752533674240112,1.090790867805481,False,False
embeddings_84,0.3942120671272278,0.30499643087387085,-0.8361930251121521,1.6032366752624512,False,False
embeddings_85,0.15068945288658142,0.2710060179233551,-1.0406951904296875,1.2628287076950073,False,False
embeddings_86,-0.12948130071163177,0.1693766564130783,-0.8462452292442322,0.5929929614067078,False,False
embeddings_87,0.15332180261611938,0.3445611298084259,-1.4130792617797852,1.5482271909713745,False,False
embeddings_88,-0.3298689126968384,0.344317764043808,-1.5666903257369995,0.9685319066047668,False,False
embeddings_89,0.04090601205825806,0.21218717098236084,-0.8049805760383606,0.9389578700065613,False,False
embeddings_90,0.35527971386909485,0.2916509509086609,-0.7244396805763245,1.6046429872512817,False,False
embeddings_91,-0.10830757021903992,0.2227422446012497,-1.1188236474990845,0.8262361884117126,False,False
embeddings_92,0.6369702816009521,0.7635385394096375,-2.974454164505005,3.31640625,False,False
embeddings_93,0.2549373209476471,0.362911194562912,-1.271945595741272,1.8069978952407837,False,False
embeddings_94,0.0393652580678463,0.2759009301662445,-0.8299242854118347,1.173535943031311,False,False
embeddings_95,0.10764721035957336,0.2339421659708023,-0.8137339949607849,0.9924309849739075,False,False
embeddings_96,0.011650985106825829,0.31774309277534485,-1.163629174232483,1.1053699254989624,False,False
embeddings_97,-0.7163147926330566,0.4534110426902771,-2.5274620056152344,0.9991312026977539,False,False
embeddings_98,0.13227005302906036,0.20688186585903168,-0.6739522814750671,0.9482622742652893,False,False
embeddings_99,0.09079200774431229,0.5796576738357544,-2.128424882888794,2.3816730976104736,False,False
embeddings_100,-0.2513864040374756,0.42065784335136414,-1.7602068185806274,1.521753191947937,False,False
embeddings_101,0.1662854254245758,0.23553767800331116,-0.731967031955719,1.1484030485153198,False,False
embeddings_102,-0.5186215043067932,0.454326868057251,-2.5257651805877686,1.3036497831344604,False,False
embeddings_103,0.5049658417701721,0.4295416474342346,-1.1572595834732056,2.088376998901367,False,False
embeddings_104,-0.42622408270835876,0.5914068222045898,-2.553814649581909,1.9713282585144043,False,False
embeddings_105,-0.6918498873710632,0.8097606301307678,-4.623966217041016,2.0442888736724854,False,False
embeddings_106,0.2567517161369324,0.2873493432998657,-1.086377501487732,1.4056735038757324,False,False
embeddings_107,0.09814415127038956,0.22264359891414642,-1.0175057649612427,0.9752097129821777,False,False
embeddings_108,-0.11208850890398026,0.9793079495429993,-3.4418745040893555,4.768310070037842,False,False
embeddings_109,0.9506931900978088,0.6460688710212708,-1.8006672859191895,3.202934503555298,False,False
embeddings_110,0.44073736667633057,0.7587845325469971,-3.2001264095306396,3.746455430984497,False,False
embeddings_111,0.15381523966789246,0.2229069471359253,-0.7311891913414001,1.050258755683899,False,False
embeddings_112,-0.0026206597685813904,0.27079448103904724,-1.131072998046875,1.143344521522522,False,False
embeddings_113,-0.5891990661621094,0.9120233654975891,-3.2281734943389893,3.533862352371216,False,False
embeddings_114,0.09875307977199554,0.21719302237033844,-0.8082695007324219,1.0979366302490234,False,False
embeddings_115,-0.10850515216588974,0.3381910026073456,-1.4986138343811035,1.456497311592102,False,False
embeddings_116,-1.1394883394241333,0.5979923605918884,-3.6847269535064697,1.4155977964401245,False,False
embeddings_117,0.3881661891937256,0.40044164657592773,-1.0325957536697388,1.8702312707901,False,False
embeddings_118,0.16146475076675415,0.209269717335701,-0.7398848533630371,1.1710844039916992,False,False
embeddings_119,0.09909393638372421,0.30612972378730774,-1.2505369186401367,1.3977609872817993,False,False
embeddings_120,-0.2285514622926712,0.30902689695358276,-1.6820311546325684,1.1194320917129517,False,False
embeddings_121,0.15307322144508362,0.24777323007583618,-1.0345640182495117,1.311434268951416,False,False
embeddings_122,0.13156193494796753,0.26581481099128723,-0.9280045032501221,1.2511078119277954,False,False
embeddings_123,0.02114018425345421,0.22760263085365295,-0.9781545996665955,1.2452441453933716,False,False
embeddings_124,0.08579898625612259,0.2881956398487091,-1.0370206832885742,1.0189741849899292,False,False
embeddings_125,-0.14531509578227997,0.3555852174758911,-1.7226921319961548,1.3546127080917358,False,False
embeddings_126,0.17380551993846893,0.27234143018722534,-0.8345988392829895,1.5332390069961548,False,False
embeddings_127,0.08035432547330856,0.6147966980934143,-2.510948419570923,3.0552175045013428,False,False
embeddings_128,-0.04035119339823723,0.29876095056533813,-1.1834629774093628,1.185743808746338,False,False
embeddings_129,-0.08598073571920395,0.2030419409275055,-1.056745171546936,0.7872104048728943,False,False
embeddings_130,0.7635449767112732,0.7137731909751892,-2.6676883697509766,3.685188055038452,False,False
embeddings_131,0.23335641622543335,0.313137024641037,-1.0019712448120117,1.4191638231277466,False,False
embeddings_132,0.014132903888821602,0.32394760847091675,-1.206161618232727,1.5276050567626953,False,False
embeddings_133,-0.26321038603782654,0.8249708414077759,-3.4725475311279297,3.7992146015167236,False,False
embeddings_134,-0.16655535995960236,0.3022520840167999,-1.430944800376892,1.249536395072937,False,False
embeddings_135,0.05733250826597214,0.45534107089042664,-1.6819020509719849,1.8206415176391602,False,False
embeddings_136,-0.1439862996339798,0.38078081607818604,-1.3862420320510864,1.115531325340271,False,False
embeddings_137,0.05261627212166786,0.33568528294563293,-1.3627138137817383,1.588784098625183,False,False
embeddings_138,-0.05605758726596832,0.2417532205581665,-1.030511498451233,0.9098410606384277,False,False
embeddings_139,0.3515779376029968,0.3510541021823883,-1.172249674797058,1.6693860292434692,False,False
embeddings_140,0.3213607668876648,0.2364809513092041,-0.6509433388710022,1.27808678150177,False,False
embeddings_141,0.2973921597003937,0.3748883306980133,-1.2998747825622559,1.8729548454284668,False,False
embeddings_142,0.16808506846427917,0.2651253640651703,-0.8941892981529236,1.361886978149414,False,False
embeddings_143,-0.30503082275390625,0.3066507577896118,-1.6866998672485352,1.0680809020996094,False,False
embeddings_144,0.03790711238980293,0.17960162460803986,-0.7691876292228699,0.7861299514770508,False,False
embeddings_145,0.15639549493789673,0.4290532171726227,-1.5852421522140503,1.716933250427246,False,False
embeddings_146,-0.12144666910171509,0.3488408923149109,-1.770764708518982,1.4433454275131226,False,False
embeddings_147,-0.0980607122182846,0.2849510610103607,-1.235745906829834,1.3632473945617676,False,False
embeddings_148,1.0728548765182495,0.7562809586524963,-3.017786741256714,3.477487802505493,False,False
embeddings_149,-0.2589596211910248,0.28175726532936096,-1.410122275352478,0.9739050269126892,False,False
embeddings_150,0.1780005395412445,0.3091292381286621,-0.9849969744682312,1.486362099647522,False,False
embeddings_151,0.10752405226230621,0.29565536975860596,-1.131482481956482,1.1166534423828125,False,False
embeddings_152,-0.0845814049243927,0.2099890559911728,-0.8572362065315247,0.8535082936286926,False,False
embeddings_153,0.19562497735023499,0.3039216101169586,-1.1213483810424805,1.3407074213027954,False,False
embeddings_154,-0.0022051671985536814,0.3618464171886444,-1.4284082651138306,1.6233677864074707,False,False
embeddings_155,-0.1599566787481308,0.29990652203559875,-1.323487401008606,0.9706277847290039,False,False
embeddings_156,-0.8431988954544067,0.6370500326156616,-3.3271806240081787,1.921955943107605,False,False
embeddings_157,0.6236956119537354,0.6906405091285706,-2.4944610595703125,3.0759823322296143,False,False
embeddings_158,0.005066077224910259,0.4045112431049347,-1.791553020477295,1.7159295082092285,False,False
embeddings_159,0.21002957224845886,0.31887689232826233,-1.1610833406448364,1.4667119979858398,False,False
embeddings_160,0.10145573318004608,0.31351613998413086,-1.1220688819885254,1.3432327508926392,False,False
embeddings_161,0.3227642774581909,0.487008273601532,-1.7328920364379883,2.6183602809906006,False,False
embeddings_162,-0.03591911867260933,0.22587981820106506,-1.1759008169174194,0.8482853770256042,False,False
embeddings_163,-0.04264410585165024,0.05168770253658295,-0.2509737014770508,0.10645091533660889,False,False
embeddings_164,-0.019233020022511482,0.20873235166072845,-0.8640099167823792,0.7666608691215515,False,False
embeddings_165,0.22983473539352417,0.4299188256263733,-1.2135201692581177,1.9611798524856567,False,False
embeddings_166,0.24435782432556152,0.33259865641593933,-0.9616820812225342,1.6915793418884277,False,False
embeddings_167,0.17222386598587036,0.30813300609588623,-1.1415774822235107,1.3726688623428345,False,False
embeddings_168,0.26117655634880066,0.2288101315498352,-0.7194079756736755,1.3421589136123657,False,False
embeddings_169,-0.4028189480304718,0.2851181626319885,-1.535176396369934,1.2142181396484375,False,False
embeddings_170,0.39620527625083923,0.5106669664382935,-1.7384775876998901,2.4000279903411865,False,False
embeddings_171,-0.17177940905094147,0.3680146336555481,-2.0520286560058594,1.4508256912231445,False,False
embeddings_172,0.26659318804740906,0.24033424258232117,-0.9146621823310852,1.1592150926589966,False,False
embeddings_173,-0.253634512424469,0.39978235960006714,-1.8194093704223633,1.2766393423080444,False,False
embeddings_174,0.13276058435440063,0.2354399710893631,-0.7208686470985413,1.2662572860717773,False,False
embeddings_175,0.13207069039344788,0.34981897473335266,-1.3159865140914917,1.7862935066223145,False,False
embeddings_176,0.014126420021057129,0.0881410464644432,-0.2496175915002823,0.4315449297428131,False,False
embeddings_177,-0.21700303256511688,0.32291993498802185,-1.4623684883117676,0.9512872695922852,False,False
embeddings_178,0.4328508973121643,0.4495117664337158,-0.9890015721321106,2.2715094089508057,False,False
embeddings_179,0.5986330509185791,0.5546728372573853,-2.197713851928711,2.630150556564331,False,False
embeddings_180,-0.058473292738199234,0.038100745528936386,-0.16725510358810425,0.10332482308149338,False,False
embeddings_181,0.24665753543376923,0.44009214639663696,-1.3185992240905762,1.852629542350769,False,False
embeddings_182,-0.2314029037952423,0.2687777578830719,-1.1908162832260132,1.1033051013946533,False,False
embeddings_183,-0.1918744295835495,0.24089384078979492,-1.3361915349960327,1.0460492372512817,False,False
embeddings_184,-0.321990042924881,0.38561078906059265,-2.157496690750122,1.502905011177063,False,False
embeddings_185,-0.3527703285217285,0.7186600565910339,-2.424920082092285,2.0477328300476074,False,False
embeddings_186,0.0055846525356173515,0.2650478184223175,-1.2847574949264526,1.168942928314209,False,False
embeddings_187,-0.3031022846698761,0.32449987530708313,-1.6214004755020142,0.8914788365364075,False,False
embeddings_188,-0.06398135423660278,0.2584575116634369,-1.1789436340332031,0.9462937712669373,False,False
embeddings_189,-0.7923617959022522,0.5007290244102478,-2.7025794982910156,1.198616623878479,False,False
embeddings_190,-0.0639260783791542,0.27937114238739014,-1.2018680572509766,1.0453399419784546,False,False
embeddings_191,-0.004463989287614822,0.2749047875404358,-1.2591441869735718,1.1434388160705566,False,False
embeddings_192,0.2886577546596527,0.38044285774230957,-1.1854567527770996,2.0240814685821533,False,False
embeddings_193,-0.24780656397342682,0.2949425280094147,-1.380602478981018,0.8860445022583008,False,False
embeddings_194,0.07743410021066666,0.3099247217178345,-1.130858063697815,1.281059741973877,False,False
embeddings_195,0.5064031481742859,0.6083267331123352,-2.200305223464966,2.6498422622680664,False,False
embeddings_196,-0.17568445205688477,0.40463921427726746,-1.9788845777511597,1.3125497102737427,False,False
embeddings_197,-0.3003632724285126,0.3699057698249817,-2.2050070762634277,1.2014540433883667,False,False
embeddings_198,0.43202975392341614,0.4878891408443451,-1.7528969049453735,2.4284250736236572,False,False
embeddings_199,-0.04034974053502083,0.28853243589401245,-1.3639965057373047,1.0481270551681519,False,False
embeddings_200,-0.2151668220758438,0.5015573501586914,-2.3036463260650635,2.008988380432129,False,False
embeddings_201,-0.06068035215139389,0.32145994901657104,-1.290467381477356,1.656005859375,False,False
embeddings_202,0.11655262857675552,0.3683990240097046,-1.586458683013916,1.398974895477295,False,False
embeddings_203,0.927857518196106,1.0355104207992554,-3.0792934894561768,4.72443151473999,False,False
embeddings_204,0.008015242405235767,0.32116466760635376,-1.2096977233886719,1.4514700174331665,False,False
embeddings_205,-0.6342421770095825,0.7087485790252686,-3.851332902908325,2.075937509536743,False,False
embeddings_206,-0.5393849015235901,0.591752827167511,-2.5744056701660156,1.9616225957870483,False,False
embeddings_207,-0.03490259870886803,0.27982813119888306,-1.2911518812179565,1.359179139137268,False,False
embeddings_208,0.41745033860206604,0.4847252070903778,-1.8997598886489868,2.542938470840454,False,False
embeddings_209,0.12499880790710449,0.36149629950523376,-1.6160249710083008,1.646201491355896,False,False
embeddings_210,0.2817162871360779,0.43254509568214417,-1.4676984548568726,2.2530453205108643,False,False
embeddings_211,-0.004490611143410206,0.17852848768234253,-0.7278788089752197,0.7727753520011902,False,False
embeddings_212,0.313946396112442,0.32137492299079895,-1.0322860479354858,1.5272560119628906,False,False
embeddings_213,0.13349594175815582,0.28659117221832275,-0.9394461512565613,1.3921416997909546,False,False
embeddings_214,-0.044264353811740875,0.24422866106033325,-1.258337378501892,0.9277765154838562,False,False
embeddings_215,-0.8000971674919128,0.69202721118927,-3.8738887310028076,2.0704450607299805,False,False
embeddings_216,0.2726726233959198,0.23545213043689728,-0.7964997887611389,1.2775160074234009,False,False
embeddings_217,-0.05470476299524307,0.18593281507492065,-0.9001861214637756,0.8375137448310852,False,False
embeddings_218,0.12656943500041962,0.2826278507709503,-1.2222657203674316,1.4786595106124878,False,False
embeddings_219,0.01459564920514822,0.275289922952652,-1.1010020971298218,1.0918909311294556,False,False
embeddings_220,0.027286674827337265,0.8461445569992065,-3.0818891525268555,4.1212992668151855,False,False
embeddings_221,-0.3042915165424347,0.4255947470664978,-1.904807686805725,1.192120909690857,False,False
embeddings_222,-0.02372164838016033,0.1977423131465912,-0.8185785412788391,0.695850133895874,False,False
embeddings_223,0.4021853804588318,0.5100960731506348,-1.6751513481140137,1.9338068962097168,False,False
embeddings_224,-0.160288006067276,0.2764472961425781,-1.301533579826355,0.9179499745368958,False,False
embeddings_225,-0.08439932018518448,0.3109586238861084,-1.4084035158157349,1.434036135673523,False,False
embeddings_226,0.0681709349155426,0.2911233901977539,-1.0791563987731934,1.262625813484192,False,False
embeddings_227,-0.1819016933441162,0.3900745213031769,-1.6888381242752075,1.2090457677841187,False,False
embeddings_228,0.010779364965856075,0.4188302457332611,-1.5474497079849243,2.139284133911133,False,False
embeddings_229,0.36791837215423584,0.3844429850578308,-0.8936593532562256,1.8290079832077026,False,False
embeddings_230,0.4823741018772125,0.48848748207092285,-1.6052980422973633,2.1860697269439697,False,False
embeddings_231,0.2194949984550476,0.3200652301311493,-1.0495673418045044,1.625503659248352,False,False
embeddings_232,0.11998941004276276,0.38038933277130127,-1.558160424232483,1.8935192823410034,False,False
embeddings_233,-0.14332516491413116,0.20917338132858276,-1.148781418800354,0.998663604259491,False,False
embeddings_234,0.16010969877243042,0.2831032872200012,-0.8998258709907532,1.3419033288955688,False,False
embeddings_235,0.1912505328655243,0.2316126823425293,-0.80685955286026,1.2010442018508911,False,False
embeddings_236,-0.16757544875144958,0.2598554491996765,-1.3107848167419434,0.9327671527862549,False,False
embeddings_237,0.16786333918571472,0.22619526088237762,-0.7597091794013977,1.1504120826721191,False,False
embeddings_238,-0.17677833139896393,0.2299603372812271,-1.2906560897827148,0.7839472889900208,False,False
embeddings_239,0.2336706817150116,0.20845283567905426,-0.9237824082374573,1.048326849937439,False,False
embeddings_240,0.08965317159891129,0.2528154253959656,-0.7753241062164307,1.0552207231521606,False,False
embeddings_241,0.1513649821281433,0.3497772216796875,-1.251016616821289,1.4577199220657349,False,False
embeddings_242,0.13217689096927643,0.397657573223114,-1.6595901250839233,1.902967095375061,False,False
embeddings_243,-0.11888394504785538,0.28420114517211914,-1.3682221174240112,0.9944214820861816,False,False
embeddings_244,-0.2801903188228607,0.27699029445648193,-1.4746145009994507,0.7930397391319275,False,False
embeddings_245,0.4481457471847534,0.28519901633262634,-0.7574636936187744,1.46979558467865,False,False
embeddings_246,0.7532274723052979,0.11227606236934662,0.31168854236602783,1.1346999406814575,False,False
embeddings_247,-0.14204365015029907,0.2599438726902008,-1.295926570892334,0.9487862586975098,False,False
embeddings_248,0.040937792509794235,0.18920224905014038,-0.7567026019096375,0.8345678448677063,False,False
embeddings_249,0.13136734068393707,0.35156580805778503,-1.4167165756225586,1.7650054693222046,False,False
embeddings_250,-0.08017808198928833,0.23887446522712708,-1.0835784673690796,1.1314257383346558,False,False
embeddings_251,0.22031815350055695,0.25408318638801575,-0.8724169731140137,1.33463716506958,False,False
embeddings_252,0.37932154536247253,0.4277302026748657,-1.546640396118164,2.1269989013671875,False,False
embeddings_253,-1.5727365016937256,1.5458927154541016,-7.852094650268555,5.273695468902588,False,False
embeddings_254,-0.2270372062921524,0.3960030674934387,-1.4717596769332886,1.2729525566101074,False,False
embeddings_255,0.003775971941649914,0.3328126072883606,-1.277441382408142,1.5259428024291992,False,False
embeddings_256,1.6075350046157837,1.3107631206512451,-4.709999084472656,6.169792175292969,False,False
embeddings_257,0.11506125330924988,0.2070470154285431,-0.9408835768699646,1.057646632194519,False,False
embeddings_258,-0.40330448746681213,0.4054471552371979,-1.7898082733154297,1.2616358995437622,False,False
embeddings_259,-0.006250293925404549,0.3909027576446533,-1.4415024518966675,1.3718851804733276,False,False
embeddings_260,-0.22481560707092285,0.3462584316730499,-1.6886519193649292,1.0482712984085083,False,False
embeddings_261,0.2656632959842682,0.4961320161819458,-1.8320378065109253,2.2203638553619385,False,False
embeddings_262,0.030237050727009773,0.10263378173112869,-0.37390682101249695,0.3351402282714844,False,False
embeddings_263,0.10543425381183624,0.2597857415676117,-0.9091895222663879,1.3688138723373413,False,False
embeddings_264,0.316614031791687,0.22467820346355438,-0.7022365927696228,1.0869146585464478,False,False
embeddings_265,-0.458626925945282,0.3714434504508972,-2.0704805850982666,1.0679987668991089,False,False
embeddings_266,0.22551536560058594,0.21866555511951447,-0.8261653780937195,1.1895993947982788,False,False
embeddings_267,0.19386549293994904,0.20715680718421936,-0.6748600006103516,1.3141775131225586,False,False
embeddings_268,-0.24671928584575653,0.33426496386528015,-1.7841874361038208,1.4262861013412476,False,False
embeddings_269,0.06196751445531845,0.3011099696159363,-1.1597169637680054,1.3304147720336914,False,False
embeddings_270,0.10599365830421448,0.4831033945083618,-2.2066900730133057,1.8832850456237793,False,False
embeddings_271,-0.1634703129529953,0.22165940701961517,-1.2169513702392578,0.6634753346443176,False,False
embeddings_272,-0.08238454908132553,0.3091644048690796,-1.3308173418045044,1.1706897020339966,False,False
embeddings_273,-0.03211824595928192,0.3292474150657654,-1.2350622415542603,1.2875032424926758,False,False
embeddings_274,-0.06298527866601944,0.25670644640922546,-1.087808609008789,0.9313200116157532,False,False
embeddings_275,-0.01777866668999195,0.2553141415119171,-1.3291635513305664,1.0656952857971191,False,False
embeddings_276,-0.47950464487075806,0.3464723825454712,-1.8275890350341797,1.4567466974258423,False,False
embeddings_277,-0.006836529355496168,0.23032061755657196,-0.9990996718406677,0.975788414478302,False,False
embeddings_278,0.3378339409828186,0.4222370386123657,-1.2916054725646973,1.9705480337142944,False,False
embeddings_279,0.3363352119922638,0.3528185784816742,-1.1958403587341309,1.7354635000228882,False,False
embeddings_280,0.2702799141407013,0.3946074843406677,-1.5337783098220825,1.792559027671814,False,False
embeddings_281,-0.08191276341676712,0.4010738134384155,-1.392441749572754,1.6662009954452515,False,False
embeddings_282,-0.0163147933781147,0.2743579149246216,-0.9793856739997864,1.2109416723251343,False,False
